origin,destination,airline,flight_num,origin_temp,origin_desc,dest_temp,dest_desc
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
MEX,SCL,AM,10,17.3,Partly Cloudy,24.3,Sunny
